sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_6,sensor_12,sensor_14,sensor_15,sensor_16,sensor_18,sensor_19,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_28,sensor_29,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_50,sensor_51,sensor_55,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_70,sensor_71,sensor_74,sensor_83,sensor_88,sensor_90,sensor_96,sensor_98,sensor_115,sensor_117,sensor_120,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_128,sensor_129,sensor_133,sensor_134,sensor_135,sensor_136,sensor_137,sensor_138,sensor_139,sensor_142,sensor_150,sensor_151,sensor_154,sensor_155,sensor_159,sensor_160,sensor_161,sensor_162,sensor_163,sensor_164,sensor_166,sensor_167,sensor_169,sensor_170,sensor_175,sensor_177,sensor_180,sensor_181,sensor_182,sensor_183,sensor_184,sensor_185,sensor_187,sensor_188,sensor_195,sensor_196,sensor_197,sensor_198,sensor_199,sensor_200,sensor_201,sensor_202,sensor_203,sensor_204,sensor_205,sensor_207,sensor_208,sensor_218,sensor_223,sensor_225,sensor_250,sensor_255,sensor_268,sensor_269,sensor_270,sensor_273,sensor_316,sensor_336,sensor_337,sensor_356,sensor_412,sensor_413,sensor_416,sensor_417,sensor_418,sensor_419,sensor_420,sensor_423,sensor_426,sensor_429,sensor_430,sensor_431,sensor_432,sensor_433,sensor_434,sensor_438,sensor_439,sensor_442,sensor_443,sensor_444,sensor_460,sensor_468,sensor_471,sensor_472,sensor_473,sensor_474,sensor_476,sensor_480,sensor_482,sensor_483,sensor_484,sensor_485,sensor_486,sensor_487,sensor_488,sensor_489,sensor_491,sensor_493,sensor_494,sensor_496,sensor_499,sensor_500,sensor_510,sensor_511,sensor_519,sensor_520,sensor_521,sensor_523,sensor_525,sensor_526,sensor_539,sensor_545,sensor_546,sensor_547,sensor_548,sensor_549,sensor_550,sensor_551,sensor_555,sensor_559,sensor_562,sensor_563,sensor_564,sensor_569,sensor_570,sensor_571,sensor_572,sensor_573,sensor_585,sensor_589,label
3033.29,2508.86,2124.8444,1180.282,0.8465,100.7978,199.8783,6.6656,413.3757,10.5538,189.3245,12.4998,-6279.0,2997.25,-5047.5,1500.25,0.9768,1.884,70.6889,1.7556,4.6438,83.6359,9.7836,50.2716,64.1163,66.5667,87.2,117.9252,66.12,3.242,360.2209,9.9555,141.7582,745.4209,0.9171,136.4645,638.4436,126.5903,2848.0,1.2836,360.2055,10.2478,123.0418,10.1086,18.7164,23.8157,721.6052,1.0014,149.5782,632.8255,63.3815,0.0,7.0376,1854.9557,8543.74,0.0765,0.1875,702.0668,59.1488,6.2185,4.41,16.01,15.97,1.447,2.875,3.118,-0.5204,1007.4808,38.3809,161.0,67.5,140.8,57.4001,533.8361,8.15,3.688,10.589,6.7684,0.17,417.0,491.0,6168.0,84.0,0.114,0.064,2.3,0.9,0.162,0.5844,0.7618,0.192,20.75,0.592,11.7,37.356,0.1146,9.21,25.84,18.0,0.224,5.47,27.85,1.056,13.31,17.7,5.47,4.293,38.154,0.8909,18.96,30.6,109.323,3.5598,147.3008,885.3003,87.67,0.4518,31.723,2.7649,34.8872,22.0891,7.2355,13.0936,1.5754,1.2595,45.2295,14.1805,2.9429,9.92,618.1253,326.7016,1.9827,55.3285,1.0257,3.4417,6.6412,16.3817,122.1991,5.5991,11.6714,51.2658,58.7124,0.6306,0.6176,0.9115,14.2191,426.1331,10.8175,175.0986,29.2258,18.0259,88.9624,172.4842,303.4483,47.2063,0.0,55.4944,323.6414,58.606,465.445,318.4885,2.6169,2.578,1.7044,24.9608,0.0,0.0,28.3333,0.0,6.3419,2.927,0.0,0.1055,5.5756,0.4372,1.8115,7.116,0.7219,402.302,79.808,0.5695,9.06,0.87,78.889,0.1454,264.47,0.8296,5.26,19.932,533.9782,2.3725,7.79,0.2836,1.6361,73.8657,-1
2895.71,2573.59,2173.6444,1458.7176,0.8811,101.5667,203.3511,8.286,411.3554,12.4774,190.8736,12.5494,-6506.5,2952.75,-5834.5,1330.75,0.9722,1.8885,70.7111,2.5889,4.6574,84.8892,8.7418,50.2052,63.9238,66.3572,86.5759,118.7802,78.11,2.508,356.6909,9.8708,138.7727,734.6234,0.8981,133.8727,629.3364,115.3544,2858.0,0.7064,353.7227,10.4892,119.4791,13.5055,19.2936,23.9262,710.6973,0.9829,142.6291,615.8309,102.1906,0.0,7.1112,1843.4549,8625.34,0.0309,-0.257,742.4278,58.9724,6.3205,4.392,15.94,15.89,1.239,2.453,2.91,-0.5204,1003.0211,38.9026,126.0,110.9,71.7,54.3,279.73,4.93,7.477,15.303,10.4612,0.21,109.0,662.0,8439.0,80.0,0.082,0.061,3.1,1.0,0.065,0.7804,0.6215,0.939,22.6,0.766,13.26,41.276,0.1052,11.56,25.84,19.702,0.55,6.68,20.5,0.375,12.85,23.23,6.68,6.956,37.96,0.1679,9.65,23.23,75.281,3.7195,93.9828,2803.1001,279.0726,0.5907,33.747,4.0302,33.5499,19.0958,7.5293,11.1681,2.3447,1.2884,19.1764,20.3935,2.4633,7.9019,230.4527,0.0,2.7947,90.2365,1.9224,4.4471,1.6752,22.4198,144.6396,6.0116,8.434,38.6266,45.1594,0.8275,0.5874,0.8371,17.0795,945.6885,10.755,172.0042,34.6228,29.0727,17.0803,73.6672,863.1579,140.9874,200.7207,252.3179,230.2617,0.0,0.0,149.4169,2.3844,1.3767,1.09,24.2977,953.0055,939.1304,43.5233,783.3333,19.2675,1.553,0.0,0.0631,4.1223,0.6061,1.4539,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.4571,264.272,0.5671,4.98,15.4662,535.0918,2.0927,6.36,0.2646,2.0162,73.8657,-1
2960.54,2508.09,2164.3,1031.4032,1.3626,102.1322,198.2963,8.7521,402.1171,10.3059,187.9905,12.4673,-5761.0,2714.0,-4135.5,-2214.0,1.309,2.0315,68.5556,2.4667,3.3956,85.4112,8.6005,50.4016,64.0546,66.1606,86.6618,119.239,77.69,0.5442,374.8218,9.8343,128.8464,740.155,0.9389,138.6082,642.2764,118.6897,2887.0,2.6873,369.9145,10.6495,111.5336,15.4246,17.3127,21.6739,718.4811,1.0023,145.4036,626.8518,98.6581,0.0,8.1007,1784.2011,8832.1702,-0.3197,1.0332,758.5839,57.6372,6.4319,3.23,15.87,15.83,0.9271,2.703,3.118,0.7569,1002.8717,35.9936,125.0,103.0,65.7,45.7002,230.117,6.83,4.997,6.088,7.6553,0.21,404.0,460.0,2684.0,1000.0,0.209,0.074,1.8,1.0,0.614,0.9607,0.7379,0.215,16.05,0.665,13.53,16.434,0.1263,4.25,13.98,18.857,0.098,5.99,16.68,0.3,10.03,11.88,5.99,9.108,20.327,0.1961,5.27,11.88,81.371,3.1621,116.1683,615.5,71.2469,0.5981,35.62,2.8805,30.2593,17.463,5.2869,6.7951,1.9307,1.0077,22.3111,9.4461,3.4632,9.0522,336.5444,0.0,1.3187,57.0949,0.9634,5.0995,7.0127,16.9492,64.9015,45.1671,15.9664,40.5405,120.7139,1.3818,0.5728,0.8309,15.8877,222.9026,8.9928,77.02,34.5988,42.0228,19.5607,82.4778,474.3427,550.6494,708.4967,192.8571,0.0,0.0,693.5154,379.4139,2.057,3.3547,0.1622,20.4528,0.0,791.4712,48.4441,458.5366,50.1942,0.8521,0.0,0.0535,6.9451,3.1308,1.4455,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.2003,264.272,0.651,5.16,16.98835,533.5309,1.994,8.01,0.2626,6.4503,85.7175,-1
3040.1,2369.95,2201.8222,1288.0857,1.6769,95.9789,202.0761,7.8831,417.1031,9.5423,192.5337,12.4469,-5518.75,2820.25,-3927.75,-494.25,1.2617,1.997,69.5889,2.4111,3.3383,86.4465,8.6527,50.215,63.9211,66.1517,86.9642,118.102,77.24,2.914,362.2991,10.0689,131.1955,735.719,1.3371,143.6809,637.1755,200.8532,2866.0,15.3073,360.1136,10.7922,106.5027,25.3082,24.6927,33.4962,702.2228,1.0772,145.2509,611.8673,94.6665,0.0,7.185,1846.8055,9105.23,0.0341,-0.0561,786.812,58.6987,6.3219,4.41,16.01,15.97,1.447,2.875,3.118,-0.5204,1007.4808,38.3809,110.0,223.4,196.9,59.2,532.019,8.3,6.094,7.747,7.6846,0.49,436.0,782.0,1882.0,1362.0,0.208,0.086,2.9,0.9,0.261,1.026,0.8246,0.232,21.32,0.477,9.81,35.723,0.099,5.92,20.8,83.26,0.275,5.75,24.95,0.355,5.3,19.98,5.75,5.893,30.257,0.096,8.69,19.98,38.622,3.5486,118.2354,1442.2998,155.4211,0.5829,31.723,2.7649,28.0674,20.4963,6.1786,10.5928,1.5453,1.4479,41.3031,12.2969,3.8045,6.2578,0.0,0.0,2.9437,77.3047,2.3983,2.7231,7.9003,27.728,47.9155,275.569,16.485,37.3272,75.3927,1.8918,0.5717,0.765,41.4532,37.5638,4.9764,78.9466,23.2862,17.5931,8.909,40.7979,512.3632,77.9172,0.0,48.9001,0.0,117.1238,0.0,151.004,1.3169,2.3769,0.1673,46.2333,887.7419,0.0,69.8851,0.0,3.8888,2.1816,0.0,0.1225,3.5659,2.4992,1.8115,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.2813,264.272,0.651,5.16,16.98835,529.7309,2.2346,7.52,0.5424,2.0141,85.7175,1
2974.2,2449.16,2231.4889,1275.3021,1.6787,94.1256,199.8698,13.3652,408.6785,9.9121,189.9577,12.5553,-5160.25,2737.25,-3411.5,-856.3333,1.2765,2.0042,68.2667,1.9,3.3717,84.6614,8.7994,50.3964,64.1107,66.1349,86.7297,118.921,2.332,0.9273,357.1627,10.0136,138.1718,738.4097,1.3551,141.8982,637.2327,201.0551,2857.0,7.9755,360.7555,9.9771,126.1473,10.7691,12.0245,17.5921,720.8176,0.9305,139.5609,626.4636,110.0147,0.0,7.9512,1780.4264,8942.8202,-0.0685,0.1626,782.1142,58.4725,6.433,4.567,15.99,15.99,1.338,2.803,3.019,0.2365,1008.7232,39.0136,141.0,47.9,65.9,59.8,571.627,7.57,11.687,14.727,8.4959,0.2,1553.0,384.0,277.0,17057.0,0.105,0.089,2.6,1.3,0.397,0.7141,0.7448,0.354,20.4,0.647,14.26,39.227,0.123,10.95,21.19,39.407,0.254,6.03,18.01,1.009,11.31,19.31,6.03,5.824,35.127,0.1685,5.98,19.31,90.668,2.3973,120.6185,694.0996,69.5342,0.4508,30.558,5.223,36.8516,20.9075,6.0237,9.6356,1.7716,0.8013,44.8229,12.4168,3.6045,7.6272,545.2764,442.2535,1.6904,87.4436,1.3788,4.4883,30.0954,14.0287,8.1196,0.0,8.2256,68.4211,46.6292,0.9462,0.6788,0.6454,19.6001,75.607,8.9657,179.3101,50.1474,33.1058,18.1052,82.4144,376.9762,128.279,774.1294,62.7144,686.6953,458.0,0.0,846.7692,2.0986,2.634,0.2672,14.9578,0.0,0.0,50.1253,817.7778,6.8467,2.6796,0.0,0.123,4.1916,1.9222,1.4182,7.116,1.179,410.256,79.988,0.8032,16.31,1.56,68.1248,0.7563,264.272,0.651,5.16,16.98835,538.0664,2.1359,8.23,0.2947,3.0343,85.7175,-1
3114.92,2574.48,2200.0666,1012.6747,1.3954,103.0644,197.8585,3.8788,418.7713,9.4828,188.3758,12.4871,-5542.5,2474.0,-4525.0,-8634.0,1.292,1.9823,71.9556,2.4556,3.3932,83.7738,8.6427,50.1799,64.2704,66.3237,86.575,118.5748,78.0,2.473,353.9218,10.3573,130.8364,731.4614,1.3446,148.5182,633.2764,211.6048,2873.0,-0.6591,354.8973,10.8202,110.1773,20.3755,20.6591,25.2563,706.2051,1.6711,147.8264,612.9009,21.4332,0.0,7.6901,1743.7116,8878.8499,-0.1954,-0.0662,770.7664,59.1388,6.3576,2.951,15.94,15.94,0.8845,2.748,3.246,-0.1419,1006.5471,37.3966,142.0,175.4,151.2,47.5,281.316,7.63,2.643,5.477,4.2653,0.27,588.0,304.0,3478.0,8149.0,0.122,0.108,1.5,1.5,0.584,0.7606,0.5729,0.963,19.97,0.223,9.64,22.887,0.2088,5.33,18.51,49.747,0.203,10.46,15.16,0.503,9.95,25.42,10.46,9.328,26.025,0.283,10.83,25.42,6.571,5.3792,93.0518,723.1992,55.2678,0.3973,26.453,3.8882,36.5376,16.5205,6.3488,8.746,3.056,1.6194,27.7795,18.2747,4.4537,8.8268,0.0,430.2396,0.5887,68.1393,0.7233,2.5229,10.6089,12.2878,76.8619,94.3827,9.4427,61.086,87.2761,1.7021,0.6638,1.0285,23.5094,0.0,9.0309,124.7578,50.6315,36.9334,16.9341,30.6581,444.0909,131.7919,109.9749,170.4566,691.2413,463.9423,625.4072,259.3722,3.0526,1.5775,0.2138,19.178,0.0,0.0,249.711,0.0,5.83295,0.7189,0.0,0.0783,4.2926,2.0917,1.4685,7.116,1.0352,405.636,82.732,1.0933,16.84,1.24,105.6131,0.1031,264.272,0.651,5.16,16.98835,528.7891,2.0351,11.15,0.2917,2.5373,79.7752,-1
2937.63,2499.72,2200.0666,1012.6747,1.3954,103.0644,200.8398,4.0524,411.7162,9.7651,191.0747,12.4618,-6484.0,2869.75,-3771.5,1072.75,0.9802,1.882,71.6667,0.9889,4.6669,83.768,8.6895,50.3162,64.1715,66.243,86.7411,118.3654,14.67,5.431,362.1282,9.535,139.4136,740.4455,1.2603,137.5664,639.1082,202.1435,2846.0,-2.4609,359.48,10.2282,116.9527,19.1455,22.4609,31.4439,709.0015,0.8584,143.53,619.9627,65.832,0.0,7.1841,1728.3442,9400.2201,0.1072,-0.0753,817.635,57.3716,6.3393,2.951,15.94,15.94,0.8845,2.748,3.246,-0.1419,1006.5471,37.3966,143.0,99.3,131.1,47.5,281.316,7.63,1.905,5.811,5.0436,0.66,361.0,572.0,3883.0,178.0,0.07,0.053,4.8,0.6,0.122,0.4486,0.4616,0.883,18.1,0.303,10.09,32.704,0.1356,4.71,21.07,57.704,0.256,4.27,15.86,0.683,9.34,21.91,4.27,11.761,32.75,0.2503,6.16,21.91,61.023,3.1334,211.9427,762.5996,65.1989,0.4259,26.453,3.8882,27.7474,16.5205,5.8028,8.9302,1.3776,1.011,27.7795,18.2747,4.4537,9.5078,0.0,960.4236,1.1158,47.0096,0.8458,2.8661,5.5676,19.932,102.9564,16.5929,7.141,60.6742,66.6667,1.0842,0.7041,0.8004,28.546,173.5131,7.9861,114.4395,19.0108,37.4032,29.1631,92.695,0.0,101.5373,78.4547,90.2715,0.0,128.625,540.266,0.0,2.0695,2.0142,0.2043,28.6251,0.0,0.0,66.2144,0.0,4.0574,1.6071,0.0,0.0669,4.6793,2.437,1.4685,7.116,0.5252,399.944,72.494,0.2759,16.34,0.88,52.5305,0.3106,264.272,0.651,5.16,16.98835,533.1082,2.1742,9.65,0.2236,2.9192,79.7752,-1
2943.9,2436.65,2173.4556,1433.6732,1.0304,110.5422,200.2648,3.904,417.5085,10.4094,189.8553,12.4753,-6349.75,3112.5,-8718.6667,1522.5,0.965,1.8923,67.9889,2.1,4.6544,85.6608,9.5713,50.3999,64.1016,66.437,86.8261,118.0156,64.39,2.501,359.7164,10.109,127.1136,723.9645,1.0788,140.2327,627.0627,48.5258,2863.0,1.8173,357.7709,10.6705,108.9309,13.2882,18.1827,24.3905,699.5741,1.0599,147.0727,613.7745,126.2237,0.0,7.9666,1786.6951,8639.07,-0.6375,1.075,763.2943,59.4203,6.4225,4.567,15.99,15.99,1.338,2.803,3.019,0.2365,1008.7232,39.0136,141.0,64.2,97.9,52.5,143.6,4.15,3.05,8.472,5.904,0.64,361.0,633.0,5948.0,81.0,0.128,0.056,3.1,0.7,0.155,0.6791,0.799,0.247,15.87,0.46,9.14,32.219,0.2222,10.13,17.16,34.3,0.274,7.69,19.59,0.441,6.59,20.87,7.69,5.455,29.897,0.1377,5.14,20.87,96.998,2.9022,135.495,914.6997,90.2388,0.415,30.558,5.223,36.8516,18.7418,6.0042,8.5625,1.9385,1.1819,10.0162,19.1426,2.3289,6.2957,858.0027,404.221,2.6912,78.125,2.2004,2.4314,5.6853,20.3373,68.2214,5.3202,13.2642,33.3333,32.9429,1.2882,0.7564,0.946,70.684,423.1616,6.0497,157.0572,42.2929,22.3653,12.9872,76.8461,0.0,0.0,214.6846,283.8194,319.2432,0.0,0.0,244.1767,1.4499,2.4585,0.531,24.4368,0.0,0.0,50.7439,428.0702,4.4127,1.624,0.0,0.0258,4.8092,2.0763,1.4182,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.228,265.908,0.6997,10.77,18.3243,532.2382,1.7897,10.51,0.1742,2.8671,79.7752,1
2985.38,2542.34,2200.0666,1012.6747,1.3954,103.0644,197.9212,11.4399,421.4733,9.5986,188.3226,12.4618,-5750.0,2639.5,-4740.25,-2394.25,1.2592,1.9763,69.9111,2.7556,3.3984,83.7738,8.6427,50.1799,64.2704,66.3237,86.575,118.5748,78.0,2.473,355.4145,10.1997,140.1918,746.3839,1.3086,148.2836,643.89,191.642,2872.0,-1.1391,358.1836,10.4996,119.0527,19.5291,21.1391,29.5723,716.8116,1.065,147.1245,624.3609,103.4205,0.0,7.1259,1783.0385,8938.6898,-0.0025,-0.2488,761.5121,57.4779,6.3795,2.951,15.94,15.94,0.8845,2.748,3.246,-0.1419,1006.5471,37.3966,112.0,196.9,119.5,47.5,281.316,7.63,4.806,15.555,3.9892,0.66,596.0,279.0,3424.0,2656.0,0.098,0.129,1.9,1.6,0.627,0.7606,0.5729,0.963,17.57,0.145,7.95,25.129,0.2102,8.34,19.14,62.522,0.204,8.75,19.55,0.197,4.39,18.5,8.75,9.337,29.47,0.1335,4.95,18.5,80.281,4.7096,75.7468,481.2998,53.963,0.6173,26.453,3.8882,32.9121,16.5205,5.7855,8.6943,2.4019,1.3912,27.7795,18.2747,4.4537,9.1072,946.5389,0.0,15.9841,42.0108,0.7797,4.4619,10.3652,10.5702,72.2325,110.9324,7.7824,58.0645,49.7214,1.7021,0.6638,1.0285,32.6244,768.1564,3.6874,94.7304,41.3925,31.5734,12.5328,77.6258,346.8399,93.4201,241.8118,182.446,0.0,0.0,389.234,456.8082,3.1889,1.1829,0.2554,24.349,746.875,0.0,69.12,524.1379,5.83295,2.0885,0.0,0.0722,3.5615,0.6183,1.4685,7.116,1.1459,409.35,74.264,0.9857,17.89,1.11,86.0229,0.1882,250.78,0.6272,4.3,19.7392,535.1145,2.1058,8.9,0.4334,3.0171,79.7752,-1
3032.07,2477.72,2172.4,1148.4101,1.2614,102.4522,197.8998,4.7449,421.7269,9.4879,188.4119,12.4922,-5613.5,2691.0,-4200.0,5075.25,1.2902,1.9527,67.8444,1.8667,3.2901,85.2764,8.7219,50.1373,63.8842,66.1097,86.5265,118.534,76.78,3.629,360.3255,9.6234,147.7218,748.2484,0.8144,130.05,638.0973,133.7496,2855.0,-4.1518,364.6027,9.6509,123.57,9.3529,24.1518,30.4891,717.7593,0.9024,142.9682,631.1409,86.7885,0.0,6.6066,1725.4839,8689.88,-0.6788,1.6653,759.5307,58.9603,6.2908,2.951,15.94,15.94,0.8845,2.748,3.246,-0.1419,1006.5471,37.3966,129.0,170.0,140.3,50.0,256.652,5.3,3.981,10.477,3.9455,0.46,252.0,385.0,4480.0,2587.0,0.068,0.091,3.3,1.7,0.376,0.6535,0.6848,1.003,17.26,0.254,9.32,38.621,0.1213,5.44,19.78,41.506,0.257,9.99,17.01,0.728,11.0,17.77,9.99,15.229,33.59,0.2565,17.13,25.06,94.168,4.3612,110.2527,1091.3994,102.3254,0.6066,26.453,3.8882,31.8096,19.8664,5.6536,9.5747,2.3903,1.5758,22.3485,21.1352,3.1789,4.3964,0.0,0.0,0.5965,83.9005,0.7327,3.715,4.4892,14.3069,106.6667,50.9729,5.2703,91.0714,130.3797,1.4033,0.6055,0.9894,31.0326,240.6175,8.9018,189.9955,41.3633,49.949,28.4269,108.5028,0.0,112.7776,441.7391,150.1355,0.0,120.2091,285.7597,299.1545,1.2471,1.9901,0.2097,24.3283,915.2209,0.0,73.0077,0.0,5.83295,1.9643,0.0,0.0816,4.2169,0.5343,1.4685,7.116,1.3569,411.012,81.222,0.6468,24.91,1.44,47.6642,0.1475,264.272,0.651,5.16,16.98835,532.06,2.1892,7.88,0.2618,4.8336,79.7752,-1
3065.45,2698.14,2200.0666,1012.6747,1.3954,103.0644,201.5791,4.9371,423.0952,9.6373,191.9418,12.4922,-5279.5,3214.5,-686.25,-377.5,1.2702,2.024,67.0,2.8889,3.3936,86.3794,8.5615,50.4915,64.0756,66.1344,86.8706,118.7712,79.0,3.478,353.2336,10.1385,144.8691,751.0064,1.3273,148.5809,646.6836,190.1486,2892.0,-0.6936,354.9209,10.3524,124.1755,15.6872,20.6936,28.2022,722.8043,0.8279,151.9,630.9964,89.8495,0.0,7.5319,1816.0409,8462.0301,0.0248,0.0248,710.7979,57.8466,6.2026,2.951,15.94,15.94,0.8845,2.748,3.246,-0.1419,1006.5471,37.3966,87.0,218.3,163.0,47.5,281.316,7.63,4.435,8.12,5.2513,0.46,223.0,1853.0,11954.0,1403.0,0.055,0.078,1.8,1.5,0.349,0.7187,0.68,0.298,19.44,0.44,7.93,27.584,0.1168,7.01,16.56,79.075,0.21,8.47,18.31,0.29,9.15,18.51,8.47,12.265,34.138,0.1777,7.9,18.51,91.628,3.4952,110.5367,1247.3003,139.6691,0.4717,26.453,3.8882,25.239,16.5205,5.9975,8.4924,2.6051,1.1564,27.7795,18.2747,4.4537,8.1739,0.0,0.0,1.1627,89.8302,0.8961,3.8668,4.2239,57.645,0.0,371.6556,4.3299,51.9231,62.6845,1.5577,0.6734,0.9264,41.5859,0.0,7.3686,117.994,40.9305,43.4896,21.4686,101.9795,316.7357,79.3612,194.4242,81.6537,0.0,107.6243,326.9631,0.0,3.6,3.9088,0.1302,45.4494,405.2219,0.0,55.0206,389.4737,3.2694,1.9934,0.0,0.0733,1.6552,2.2502,1.4685,7.116,2.2472,406.438,76.992,1.8548,19.12,0.76,82.5392,0.588,251.508,0.6394,5.47,24.4475,532.9918,2.0121,9.2599,0.3435,3.8846,62.3881,-1
2966.94,2509.22,2113.0778,1016.675,0.9218,97.92,197.3651,10.691,409.6919,10.0094,187.3557,12.5471,-6466.0,3069.25,100.5,1446.75,0.9813,1.884,69.3111,2.9,4.6139,85.5265,8.659,50.4068,64.061,66.2245,86.8196,118.9532,77.74,2.864,356.2027,9.8406,142.7173,741.3708,1.3348,138.7227,637.6427,192.7781,2847.0,0.1891,353.6509,10.2605,122.9064,15.7782,19.8109,27.7146,713.6562,0.9114,145.3073,621.8645,93.1906,0.0,6.6874,1804.0434,8439.8099,0.2972,-0.1767,725.8836,58.7468,6.3762,5.261,15.97,15.99,1.418,3.955,3.278,-0.5677,1009.9188,40.8046,136.0,73.5,63.4,53.6001,261.163,4.97,7.066,12.445,3.2139,0.85,328.0,741.0,18140.0,99.0,0.125,0.074,2.4,1.1,0.149,0.8444,0.6831,0.299,15.47,0.513,13.84,36.608,0.0966,7.53,20.83,49.754,0.29,7.11,19.74,0.318,11.52,23.66,7.11,12.168,38.011,0.1623,8.33,23.66,101.11,7.1894,130.7773,452.5,64.7735,0.2941,33.151,2.2571,35.619,20.1353,4.3233,9.2538,2.3554,2.0876,25.688,16.6165,2.6086,5.5178,184.4688,0.0,1.858,66.093,1.3096,6.6869,5.0727,24.1427,0.0,6.8429,12.7389,37.931,60.4909,1.9676,0.4452,0.8687,25.8089,0.0,9.373,149.9543,35.8893,43.9046,17.807,108.498,573.6644,131.083,209.0667,194.8872,0.0,70.7006,0.0,0.0,2.057,3.4584,0.2523,19.7832,917.9283,880.2867,42.6117,0.0,4.6043,1.8708,0.0,0.0786,7.2818,1.843,1.4958,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.495,266.336,0.7334,4.56,11.4352,532.7609,1.9518,7.9901,0.1517,3.0844,62.3881,-1
3010.4,2499.4049999999997,2172.4,1148.4101,1.2614,102.4522,198.2033,4.0447,419.7256,9.445,188.7583,12.5302,-5172.25,2650.5,-3634.75,-1227.25,1.3173,2.006,68.6444,2.4222,3.421,86.3794,8.5615,50.4915,64.0756,66.1344,86.8706,118.7712,79.0,3.478,355.2955,10.2667,138.1282,744.1924,1.2861,148.57,641.9936,203.5015,2881.0,2.39,356.7209,10.3825,120.5182,15.0863,17.61,25.5921,718.6003,0.9237,149.6682,626.9073,86.75,0.0,7.872,1775.7413,8416.3199,0.3043,-0.5427,655.7746,58.7427,6.3421,2.951,15.94,15.94,0.8845,2.748,3.246,-0.1419,1006.5471,37.3966,81.0,69.4,117.7,50.0,256.652,5.3,3.867,8.39,4.1147,0.35,601.0,418.0,712.0,2158.0,0.113,0.107,1.6,1.5,0.387,0.7187,0.68,0.298,21.43,0.182,7.97,23.246,0.1212,4.18,20.42,30.578,0.211,10.79,18.68,0.188,5.05,21.28,10.79,11.343,31.785,0.1137,4.39,21.28,38.412,3.5494,88.2261,1066.1997,113.6959,0.465,26.453,3.8882,22.7229,19.8664,6.3404,8.7713,3.1505,1.2604,22.3485,21.1352,3.1789,9.6586,0.0,0.0,1.3828,95.6059,1.5935,4.0884,11.6197,15.7706,19.5887,175.8403,8.5785,61.9266,118.486,1.5577,0.6734,0.9264,15.0259,451.4644,4.1902,141.0547,61.272,44.3223,12.313,44.279,455.3137,74.7253,575.945,161.9211,0.0,111.2294,432.8294,205.2257,6.3632,1.9686,0.2374,29.2903,640.9091,999.2337,68.7831,784.6154,5.83295,3.2438,0.0,0.0995,5.2175,0.5081,1.4685,7.116,0.6806,398.158,73.978,0.3105,14.06,0.59,45.6225,0.4442,264.272,0.651,5.16,16.98835,533.0873,2.0606,8.67,0.4796,2.7339,62.3881,-1
2967.54,2573.09,2160.6,1124.5821,1.5257,98.7122,201.264,10.2465,412.7845,9.5841,191.6799,12.4231,-6447.0,3115.5,-3410.5,1335.5,0.9775,1.8825,68.6556,2.6778,4.6098,84.9737,8.441,50.365,64.3579,65.5794,87.0383,118.4008,78.63,3.134,361.9609,9.5136,142.3727,743.731,1.2359,137.8536,642.1873,198.6087,2852.0,-0.9127,363.8609,9.7847,121.46,16.7109,20.9127,29.3191,714.4119,0.9086,140.1555,625.4764,60.6355,0.0,7.0142,1816.6093,9100.4501,-0.2145,0.3505,808.6683,57.9637,6.259,3.879,15.9,15.98,0.9649,3.463,3.199,-0.1419,1004.4267,37.3689,142.0,72.6,49.0,56.7002,246.6509,3.91,6.87,11.325,4.7597,0.35,151.0,838.0,2987.0,122.0,0.14,0.08,2.5,0.8,0.108,0.7973,0.6606,0.234,17.3,0.297,10.38,33.045,0.1241,6.99,18.65,49.326,0.31,4.77,22.44,1.356,8.49,32.17,4.77,5.133,31.735,0.2583,11.87,32.17,60.14,4.3575,91.6594,794.2998,66.4187,0.6404,24.653,3.634,36.7491,21.0015,5.9491,10.2406,1.6934,1.5768,21.9327,14.0801,3.5303,10.1625,685.0239,893.5733,2.0107,67.047,1.4735,4.6075,2.3422,26.8978,87.5825,9.1352,14.3223,29.8755,29.8052,1.5029,0.3961,0.7522,24.8358,522.6096,6.99,192.5087,22.8091,17.5073,28.4248,99.1828,419.6015,537.5921,0.0,161.763,507.0034,975.5224,216.7665,164.7643,1.5679,3.5701,0.1582,13.6908,0.0,497.9592,64.5341,940.0,47.6246,1.4993,0.0,0.0952,6.1575,0.5025,1.2444,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.0789,265.682,0.8343,10.2,21.5028,531.0854,2.0685,9.93,0.2932,2.6016,62.3881,-1
